Ticker,Description,Price,Change %,Technical Rating,Volume,Change from Open %,Volume*Price,Market Capitalization,Number of Employees,Sector,Industry,"Change 1M, %","Change 1W, %",Exchange
ESLT,Elbit Systems Ltd.,171.3,-0.00583737,Sell,37635,0.1754386,6446875.5,7596163103.252914,17787,Electronic Technology,Aerospace & Defense,-1.90688885,0.36913342,NASDAQ
RTO,Rentokil Initial plc,32.6,-0.03066544,Buy,193431,-0.57944495,6305850.6,16425382082.496399,46031,Commercial Services,Miscellaneous Commercial Services,-1.36157337,-2.83159463,NYSE
IBDRY,Iberdrola S.A.,46.1,-0.08669267,Buy,136238,-0.34587116,6280571.8,70658745082.1052,,Utilities,Electric Utilities,2.23996452,0.80909687,OTC
LEN.B,Lennar Corporation,72.59,-1.38568129,Buy,85755,-0.56164384,6224955.45,25189132737,10753,Consumer Durables,Homebuilding,-0.02754442,-0.27476302,NYSE
MGDDY,CIE GENERALE DES ETABLISSEMENTS MICHELIN SA CLERMONT-FERRAND,13.89,0.83484574,Buy,443539,-0.71550596,6160756.71,20085557666.031597,118400,Consumer Durables,Automotive Aftermarket,-0.71479628,-2.38931834,OTC
UWMC,UWM Holdings Corporation,4.64,0.65075922,Buy,1273102,0.86956522,5907193.28,7399154169.000001,8000,Finance,Finance/Rental/Leasing,4.26966292,3.80313199,NYSE
SAFRY,Safran SA,30.65,-0.29277814,Buy,191074,-0.3255274,5856418.1,52717047968.8296,76765,Electronic Technology,Aerospace & Defense,-0.80906149,-0.74481865,OTC
LRLCY,L'Oreal Co.,74.49,-0.60048038,Buy,77062,-0.34782609,5740348.38,199970598971.08075,85412,Consumer Non-Durables,Household/Personal Care,0.10751243,-2.16706068,OTC
PROSY,Prosus NV,13.5,-0.66225166,Buy,414262,-0.66225166,5592537,97407228792.4674,30413,Technology Services,Packaged Software,4.00616333,3.36906585,OTC
FANUY,Fanuc Corporation,15.16,0.26455026,Buy,368203,-2.06718346,5581957.48,29406837732.66747,8675,Producer Manufacturing,Industrial Machinery,1.26920508,0.59721301,OTC
HEINY,Heineken N.V.,47.17,-0.68428256,Buy,115193,0.31901319,5433653.81,54527633451.5454,,Consumer Non-Durables,Beverages: Alcoholic,2.58808177,-2.1978022,OTC
ICL,ICL Group Ltd.,8.3,1.09622412,Sell,650048,0.97323601,5395398.4,10699912638.401398,13233,Process Industries,Chemicals: Agricultural,0.12062726,-0.5988024,NYSE
PPRUY,Kering SA,54.92,-0.19989097,Neutral,97131,0.31050228,5334434.52,68784589684.857,42811,Consumer Non-Durables,Consumer Sundries,-8.08368201,-6.88368939,OTC
SJR,Shaw Communications Inc.,26.86,-0.66568047,Neutral,197914,-0.59215396,5315970.04,13430799161.931261,9300,Communications,Major Telecommunications,-1.57566874,-2.25618632,NYSE
USB/PA,"U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock",810,-1.0989011,Sell,6536,-1.2195122,5294160,64053851402,68796,Finance,Major Banks,-4.58240075,0.20783848,NYSE
DHR/PB,"Danaher Corporation 5.00% Mandatory Convertible Preferred Stock, Series B",1396.64,2.27973431,Buy,3770,1.52582416,5265332.8,196069472977,80000,Health Technology,Medical Specialties,-0.33610447,-0.33610447,NYSE
ISNPY,Intesa Sanpaolo S.p.A.,12.94,-0.76687117,Buy,397852,-0.38491147,5148204.88,41332395032.6058,108043,Finance,Major Banks,-3.57675112,-2.19198791,OTC
NWG,NatWest Group plc,6.48,1.56739812,Buy,794369,0.15455951,5147511.12,31125978150.454205,57800,Finance,Major Banks,1.25,0,NYSE
PNGAY,Ping An Insurance (Group) Company of China Ltd.,13.26,0.75987842,Buy,386843,0.45454545,5129538.18,124121846381.02908,355982,Finance,Multi-Line Insurance,7.15151515,7.2815534,OTC
CCCS,CCC Intelligent Solutions Holdings Inc.,8.93,-0.11185682,Sell,572235,0.33707865,5110058.55,5542953221.999999,2350,Technology Services,Packaged Software,-2.93478261,-2.40437158,NYSE
TSCDY,Tesco PLC,8.31,-1.3064133,Neutral,610873,0.12048193,5076354.63,20443067734.3399,346002,Retail Trade,Food Retail,0.97205346,-0.35971223,OTC
HESAY,Hermes International SA,159.89,-0.19973784,Buy,31563,-1.29637632,5046608.07,168808909826.5818,17595,Consumer Non-Durables,Apparel/Footwear,-1.21099784,-0.14987822,OTC
INFA,Informatica Inc.,15.96,-1.42063002,Sell,312643,-1.11524164,4989782.28,5220398260,5500,Technology Services,Packaged Software,-7.10128056,-5.05651398,NYSE
SGAPY,Singapore Telecommunications Ltd.,19.58,-0.48284625,Buy,253698,-0.65956367,4967406.84,32177511889.5335,,Communications,Major Telecommunications,-2.22222222,-1.50905433,OTC
BSAC,Banco Santander - Chile,15.53,0.51779935,Buy,317450,0,4929998.5,7241645214.810958,9988,Finance,Regional Banks,-0.51249199,-1.3968254,NYSE
T/PC,"AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.750% Perpetual Preferred Stock, Series C",18.25,-1.82894029,Sell,269652,-1.61725067,4921149,136054431087,203000,Communications,Major Telecommunications,-0.86909288,-4.35010482,NYSE
CNA,CNA Financial Corporation,41.41,-0.31295137,Sell,118100,0.26634383,4890521,11217694476,5600,Finance,Multi-Line Insurance,-2.74776891,-1.28724672,NYSE
TLK,"PT Telekomunikasi Indonesia, Tbk",23.31,-1.43763214,Sell,206986,-0.04288165,4824843.66,23140934300.2336,20884,Communications,Wireless Telecommunications,-8.51648352,-9.01639344,NYSE
CHT,"Chunghwa Telecom Co., Ltd.",36.4,0.496963,Buy,132436,0.02748008,4820670.4,28357872416.01563,,Communications,Major Telecommunications,-0.32858708,-0.02746498,NYSE
NTTYY,Nippon Telegraph & Telephone Corp.,27.31,0.70058997,Sell,175639,-0.2920774,4796701.09,94688344618.83739,333840,Communications,Major Telecommunications,-1.58558559,-0.14625229,OTC
WPP,WPP plc,51.47,0.84247649,Buy,92889,0.90178396,4780996.83,10954673401.9632,109382,Commercial Services,Advertising/Marketing Services,-2.46352094,-4.09912428,NYSE
JPM/PD,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 5.75% Non-Cumulative Preferred Stock, Series DD",24.45,-0.65014222,Sell,195210,-0.40733198,4772884.5,387652393867,271025,Finance,Major Banks,-0.40733198,-1.45102781,NYSE
SNYNF,Sanofi,94.2,-0.89426618,Buy,50391,0,4746832.2,118620319575.36346,95442,Health Technology,Pharmaceuticals: Major,4.3767313,6.02150368,OTC
BAYRY,Bayer A.G.,13.89,-0.57265569,Neutral,338084,-0.57265569,4695986.76,54828648454.90139,99637,Health Technology,Pharmaceuticals: Major,-4.60164835,-4.27291523,OTC
KDDIY,KDDI Corp.,14.62,0.1369863,Sell,315513,1.3159992,4612800.06,64250088682.87052,48829,Communications,Wireless Telecommunications,-1.44927536,-1.34952767,OTC
CAJ,"Canon, Inc.",22.73,0.70890563,Neutral,200252,0.13215859,4551727.96,23114307854.936005,184034,Electronic Technology,Computer Peripherals,-2.69691781,-1.21686223,NYSE
NMR,Nomura Holdings Inc,3.57,0,Neutral,1274251,0.28089888,4549076.07,10675780282.470247,26585,Finance,Investment Banks/Brokers,-2.45901639,-2.98913043,NYSE
EBR,Centrais Electricas Brasileiras S A,8.09,-1.22100122,Strong Sell,560149,-0.61425061,4531605.41,18892257365.93,12126,Utilities,Electric Utilities,-9.70982143,-4.26035503,NYSE
IDEXY,Industria de Diseno Textil Inditex SA,12.73,-1.16459627,Neutral,355817,-1.39426801,4529550.41,80413228566.18,165042,Consumer Non-Durables,Apparel/Footwear,-2.52679939,-4.42942943,OTC
ATLKY,Atlas Copco AB,12.55,0.52062475,Buy,359745,-0.23847377,4514799.75,60117558499.26041,42862,Producer Manufacturing,Industrial Machinery,2.78460278,-1.64576803,OTC
SKM,"SK Telecom Co., Ltd.",21.19,0.23651845,Buy,212902,0.42654028,4511393.38,8168637908.935477,5339,Communications,Wireless Telecommunications,-1.21212121,-1.16604478,NYSE
FJTSY,Fujitsu Ltd.,26.91,0.52297348,Buy,167114,1.3559322,4497037.74,26785179596.08355,124216,Technology Services,Information Technology Services,-0.33333333,-2.53531329,OTC
WFC/PZ,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non-Cumulative Perpetual",18.73,-0.847009,Sell,237249,-0.26624068,4443673.77,161945866089,247848,Finance,Major Banks,-0.31931879,-3.35397317,NYSE
VWDRY,Vestas Wind Systems A/S,9.49,6.27099664,Strong Buy,465798,0.52966102,4420423.02,29023626637.272,29427,Producer Manufacturing,Electrical Products,12.1749409,9.45790081,OTC
CSLLY,CSL Ltd.,101.11,0.58694787,Buy,43690,0.61697681,4417495.9,97390739847.33122,30000,Health Technology,Biotechnology,-1.46184582,-1.97770238,OTC
AKZOY,Akzo Nobel N.V.,22.78,-0.04387889,Neutral,193862,-0.0877193,4416176.36,12134809910.758799,32800,Process Industries,Industrial Specialties,-5.02397332,-4.96453901,OTC
JPM/PM,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",18.04,-1.20481928,Strong Sell,242533,-0.98792536,4375295.32,387652393867,271025,Finance,Major Banks,-1.42076503,-4.04255319,NYSE
ENLAY,ENEL Societa per Azioni,5.42,0,Buy,806044,0.18484288,4368758.48,56004662556.84959,66279,Utilities,Electric Utilities,1.49812734,-1.27504554,OTC
CWEN.A,"Clearway Energy, Inc.",30.68,-0.0325839,Sell,142320,0.22868344,4366377.6,6578430534,304,Utilities,Alternative Power Generation,-6.80437424,-5.27940722,NYSE
LNC/PD,"Lincoln National Corporation Depositary Shares Each Representing a 1/1,000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock, Series D",26.81,0.15802628,Sell,160969,0.29928919,4315578.89,5357361734,10848,Finance,Life/Health Insurance,1.28447299,-2.43813683,NYSE
C/PK,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,25.08,-0.15923567,Sell,169884,-0.03985652,4260690.72,86887222513,223400,Finance,Investment Banks/Brokers,0.19976029,-0.19896538,NYSE
EXPGY,Experian plc,35.32,0.62678063,Buy,116480,-0.81437798,4114073.6,32262426081.753403,20600,Commercial Services,Miscellaneous Commercial Services,0.56947608,-3.12671421,OTC
ALIZY,Allianz SE,21.44,0,Buy,191508,-0.18621974,4105931.52,87078638052.19798,152840,Finance,Multi-Line Insurance,0.42154567,0.63365407,OTC
DKILY,Daikin Industries Ltd.,15.96,-0.56074766,Sell,256307,-0.25,4090659.72,47093368825.56176,88698,Producer Manufacturing,Industrial Machinery,-2.62355095,-4.0288635,OTC
ESLOY,EssilorLuxottica,94.12,-0.11673565,Buy,42453,-0.11673565,3995676.36,84650048303.82959,182684,Health Technology,Medical Specialties,0.86807416,-1.10328885,OTC
SFTBY,Softbank Group Corp,22.38,-0.17841213,Buy,178403,-0.70984916,3992659.14,71208078011.506,59721,Communications,Specialty Telecommunications,1.91256831,-0.70984916,OTC
TOELY,Tokyo Electron Ltd.,83.27,1.36335971,Buy,47636,0.62839879,3966649.72,52041280071.47971,15634,Producer Manufacturing,Industrial Machinery,-1.57210402,-3.37665352,OTC
STN,Stantec Inc,48.44,-0.24711697,Neutral,81298,0.28985507,3938075.12,5364538417.309134,25000,Industrial Services,Engineering & Construction,-2.08206994,-3.60199005,NYSE
WFC/PQ,Wells Fargo & Company Depositary Shares Representing 1/1000th Interest Perpetual Preferred,23.33,-0.17115961,Sell,167462,-0.17115961,3906888.46,161945866089,247848,Finance,Major Banks,0.47372954,-1.1440678,NYSE
PRNDY,Pernod Ricard S.A.,39.09,-0.40764331,Buy,98338,-0.40764331,3844032.42,50533761870.4548,19480,Consumer Non-Durables,Beverages: Alcoholic,-1.18806876,-2.61584454,OTC
BAC/PL,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,1209.87,-0.08505245,Neutral,3147,0.44416033,3807460.89,259766360903,208000,Finance,Major Banks,-0.70580318,-1.26250673,NYSE
BZLFY,Bunzl plc,36.94,0.9565455,Buy,102377,-0.16216216,3781806.38,12419315288.7908,21021,Distribution Services,Wholesale Distributors,0.13553809,-1.41446491,OTC
COF/PI,"Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Serie",18.85,-1.51515152,Strong Sell,200236,-1.41213389,3774448.6,36036161254,50767,Finance,Major Banks,-2.98507463,-4.55696203,NYSE
BDXB,"Becton, Dickinson and Company Depositary Shares, each Representing a 1/20th Interest in a Share of 6.00% Mandatory Convertible Preferred Stock, Series B",49.26,-0.28340081,Buy,75810,-0.28340081,3734400.6,70163848190,77000,Health Technology,Medical Specialties,-0.24301337,-1.10419594,NYSE
TX,Ternium S.A. Ternium S.A.,31.26,0.06402049,Buy,117951,-0.22342802,3687148.26,6136578747,20142,Non-Energy Minerals,Steel,-0.7303906,-0.91917591,NYSE
NJDCY,Nidec Corp.,14.94,1.5635622,Sell,245750,0.74106041,3671505,35105457032.37351,114371,Producer Manufacturing,Electrical Products,-4.59770115,-6.09679447,OTC
DOOO,BRP Inc.,76.64,-0.60951887,Buy,47822,-0.42873847,3665078.08,6033858845.793526,20000,Producer Manufacturing,Trucks/Construction/Farm Machinery,2.41881598,-1.90707795,NASDAQ
RCRUY,"Recruit Holdings Co., Ltd.",6.2099,1.13843648,Sell,588359,2.30477759,3653650.5541,51176231634.28686,51757,Technology Services,Internet Software/Services,-2.5133438,-2.81846635,OTC
HOCPY,Hoya Corp.,101.57,2.71008191,Buy,35204,-0.04920291,3575670.28,36198190429.51243,38376,Health Technology,Medical Specialties,-1.97838255,-2.64545193,OTC
SMCAY,SMC Corp,22.96,1.2345679,Buy,155296,1.45824127,3565596.16,30412417421.658817,21620,Producer Manufacturing,Industrial Machinery,0.96745822,-0.90634441,OTC
CFRUY,Compagnie Financiere Richemont AG,13.07,-0.53272451,Buy,270949,-0.53272451,3541303.43,74620394882.91501,,Consumer Durables,Other Consumer Specialties,-0.90978014,0.07656968,OTC
TIMB,TIM S.A.,11.9,-0.08396306,Strong Sell,296471,0.59171598,3528004.9,5810964554.672,9337,Communications,Wireless Telecommunications,-4.49438202,-5.63045202,NYSE
WFC/PR,Wells Fargo & Company Dep Shs Repstg 1/1000th Int Perp Pfd Cl A (Ser R Fixed To Flltg),24.98,-0.27944112,Sell,140813,-0.11995202,3517508.74,161945866089,247848,Finance,Major Banks,-1.8081761,-2.53609052,NYSE
T/PA,"AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.000% Perpetual Preferred Stock, Series A",19.61,-1.80270406,Sell,179048,-1.80270406,3511131.28,136054431087,203000,Communications,Major Telecommunications,-0.70886076,-4.06066536,NYSE
NGLOY,Anglo American plc,19.475,-4.06403941,Neutral,179457,-0.5870342,3494925.075,52196662166.4137,63698,Non-Energy Minerals,Other Metals/Minerals,-5,-4.44062807,OTC
AXAHY,AXA,28.77,1.16033755,Buy,120313,0.06956522,3461405.01,66933584470.77779,92398,Finance,Multi-Line Insurance,1.76865936,-0.06946857,OTC
CABGY,Carlsberg AS,25.7,0.66588327,Buy,134518,-1.11581377,3457112.6,19277446212.368,,Consumer Non-Durables,Beverages: Alcoholic,1.86286167,-0.77220077,OTC
REMYY,Remy Cointreau SA,16.76,-0.59311981,Sell,204167,-0.53412463,3421838.92,8574664474.099199,1924,Consumer Non-Durables,Beverages: Alcoholic,-2.89687138,-3.34486736,OTC
OTSKY,Otsuka Holdings Co. Ltd.,16.7,0.96735187,Buy,203772,2.45335918,3402992.4,18153539206.815495,33226,Health Technology,Pharmaceuticals: Major,-2.28203628,-0.71343639,OTC
SYIEY,Symrise Ag,27.5,-0.23580628,Buy,123063,-0.54249548,3384232.5,15503870465.057398,11151,Process Industries,Chemicals: Specialty,-3.81385584,-3.71148459,OTC
KUBTY,Kubota Corp.,73.03,1.57162726,Neutral,46105,-1.8018018,3367048.15,17396826917.04172,43293,Producer Manufacturing,Trucks/Construction/Farm Machinery,-1.5502831,-1.89414293,OTC
HINKF,Heineken N.V.,93.7999,-2.34263404,Buy,35274,0,3308697.6726,54002749198.64737,,Consumer Non-Durables,Beverages: Alcoholic,0.968676,-2.55568253,OTC
PARAA,Paramount Global,21.69,6.06356968,Neutral,151292,6.32352941,3281523.48,12455978624.999998,22965,Consumer Services,Broadcasting,-5.20104895,-6.1038961,NASDAQ
SCHYY,Sands China Ltd,32.61,-2.97530497,Buy,99957,-2.96086892,3259597.77,27327922377.73239,25751,Consumer Services,Casinos/Gaming,18.40958606,16.0291763,OTC
SYM,Symbotic Inc.,11.35,-3.65025467,Neutral,282330,-1.64644714,3204445.5,6286643207,1120,Producer Manufacturing,Industrial Machinery,2.71493213,1.24888492,NASDAQ
LSRCY,Lasertec Corp.,39.71,3.87130526,Buy,80609,0.32844871,3200983.39,17893897755.70593,662,Electronic Technology,Electronic Equipment/Instruments,5.47144754,0.50620096,OTC
SZKMY,Suzuki Motor Co.,136.175,-1.62187545,Sell,23277,-2.0323741,3169745.475,16559548220.50107,69193,Consumer Durables,Motor Vehicles,-4.85087658,-3.77005159,OTC
ZURVY,Zurich Insurance Group Ltd,48.3101,0.31166944,Buy,65576,-0.32989478,3167983.1176,71745940793.78249,,Finance,Multi-Line Insurance,0.64604167,0.687995,OTC
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,19.52,-0.35732517,Sell,161197,0.6185567,3146565.44,5193225081.235382,,Technology Services,Information Technology Services,-7.31244065,-8.05463966,NYSE
BAC/PM,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series KK",21.85,-0.59144677,Sell,143962,-0.45558087,3145569.7,259766360903,208000,Finance,Major Banks,-2.71593945,-3.19007532,NYSE
OCPNY,Olympus Corp.,19.42,0,Sell,161948,-0.10288066,3145030.16,24779721165.040977,31557,Health Technology,Medical Specialties,-7.08133971,-6.22887494,OTC
KKPNY,Royal KPN N.V.,3.09,0.32467532,Buy,1003225,0.6514658,3099965.25,12731160754.134598,9699,Communications,Major Telecommunications,3,0,OTC
TEF,Telefonica SA,3.57,0.28089888,Sell,863805,0,3083783.85,21137484975.7608,104150,Communications,Specialty Telecommunications,-4.03225806,-4.03225806,NYSE
BMWYY,Bayerische Motoren Werke AG,29.55,1.02564103,Buy,104266,-0.20263425,3081060.3,58771637756.09399,118909,Consumer Durables,Motor Vehicles,-2.47524752,-1.66389351,OTC
JPM/PL,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",19.59,-0.60882801,Sell,156087,-0.60882801,3057744.33,387652393867,271025,Finance,Major Banks,-1.26008065,-3.06778822,NYSE
ASAZY,Assa Abloy AB,11.36,0.53097345,Buy,267182,0.17636684,3035187.52,25345560796.942,51000,Producer Manufacturing,Industrial Machinery,-0.61242345,-2.53110253,OTC
KYOCY,Kyocera Corp.,50.86,1.23407643,Buy,58662,-0.05895068,2983549.32,18384476117.412315,83001,Electronic Technology,Electronic Equipment/Instruments,0.15754234,-1.01206695,OTC
AEPPZ,"American Electric Power Company, Inc. - Corporate",52.57,-1.00743809,Buy,56464,-1.44356955,2968312.48,49628957907,16688,Utilities,Electric Utilities,-0.47330557,0.25994732,NASDAQ
BAC/PN,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.000% Non-Cumulative Preferred Stock, Series LL",20.49,-0.67862336,Sell,144539,-0.3889159,2961604.11,259766360903,208000,Finance,Major Banks,-2.10224558,-3.07473983,NYSE
DNNGY,Orsted A/S,30.08,-0.62768418,Neutral,98229,-0.29830958,2954728.32,37993828571.4395,6836,Utilities,Alternative Power Generation,3.72413793,-1.47396004,OTC
SSL,Sasol Ltd.,15.29,-1.92431046,Sell,193094,-2.61146497,2952407.26,9834695965.8408,28630,Process Industries,Chemicals: Major Diversified,-12.67846945,-5.14888337,NYSE
GS/PJ,Goldman Sachs Group Inc Depositary Shs Repstg 1/1000th Pfd Ser J Fixed to Fltg Rate,24.63,0.04061738,Sell,119352,0.08126778,2939639.76,121617228927,43900,Finance,Investment Banks/Brokers,0.04061738,-0.16214025,NYSE
MBGYY,Mercedes Benz Group AG,16.95,1.86298077,Buy,173047,0.17730496,2933146.65,73154812675.90437,172425,Consumer Durables,Motor Vehicles,0.05903188,0.29585799,OTC
JPM/PC,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non-Cumulative Preferred Stock, Series EE",25.27,-0.35488959,Neutral,115474,-0.35488959,2918027.98,387652393867,271025,Finance,Major Banks,-0.11857708,-1.2890625,NYSE
WFC/PA,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non-Cumulative Perpetual",18.56,-1.01333333,Sell,154404,-1.01333333,2865738.24,161945866089,247848,Finance,Major Banks,-0.26867276,-3.33333333,NYSE
SHECY,"Shin-Etsu Chemical Co., Ltd.",31.21,0.43443282,Neutral,91731,-0.03203075,2862924.51,50189592327.73386,24954,Process Industries,Chemicals: Specialty,-3.36939722,-4.0872772,OTC
EDPFY,EDP Energias de Portugal SA,47.91,-0.43640898,Buy,59434,-0.49844237,2847482.94,19068368463.1368,12236,Utilities,Electric Utilities,0.5034613,-0.76636288,OTC
GLNCY,Glencore Plc,13.15,-1.57185629,Buy,215970,-1.12781955,2840005.5,84644724518.6036,135000,Distribution Services,Wholesale Distributors,-2.55650241,-4.04961693,OTC
EBKDY,Erste Group Bank AG,15.16,-1.23778502,Neutral,186520,0.26455026,2827643.2,12332200213.929598,44596,Finance,Major Banks,-2.06718346,-1.36629798,OTC
MS/PE,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,25.34,-0.5104044,Strong Sell,111532,-0.5104044,2826220.88,151214087844,74814,Finance,Investment Banks/Brokers,-0.78308536,-1.47744946,NYSE
NEE/PQ,"NextEra Energy, Inc. 6.219% Corporate",50.36,-1.02201258,Neutral,56104,-0.31670625,2825397.44,167935197902,15000,Utilities,Electric Utilities,0.01986097,-0.69019917,NYSE
VWAPY,Volkswagen AG,14.4,-0.27700831,Neutral,195904,0.13908206,2821017.6,85209930299.40959,672789,Consumer Durables,Motor Vehicles,-2.10740993,-1.43737166,OTC
SHG,Shinhan Financial Group Co Ltd,29.07,2.1433591,Strong Buy,96235,0.24137931,2797551.45,14616189722.900557,,Finance,Financial Conglomerates,0.17229497,-0.27444254,NYSE
MS/PP,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 6.500% Non-Cumulative Preferred Stock, Series P",25.4,-0.31397174,Buy,108569,-0.35307964,2757652.6,151214087844,74814,Finance,Investment Banks/Brokers,0.63391442,-1.3592233,NYSE
CIB,BanColombia S.A.,26.5,3.23334632,Buy,103890,2.99261562,2753085,7208423379.217538,29955,Finance,Major Banks,-0.37593985,0.41682455,NYSE
ENGIY,ENGIE SA,15.1,-0.13227513,Buy,181422,-0.26354203,2739472.2,36689443230.4854,171474,Utilities,Electric Utilities,-0.65789474,-0.91863517,OTC
MIELY,Mitsubishi Electric Corp.,19.88,3.05857957,Buy,137481,-0.45067601,2733122.28,21268927275.07073,145696,Producer Manufacturing,Electrical Products,-0.64967516,0.25214322,OTC
EPOKY,Epiroc Aktiebolag,18.64,-0.10718114,Buy,145158,-0.0536193,2705745.12,21660234933.403603,15529,Producer Manufacturing,Trucks/Construction/Farm Machinery,-1.58394931,-4.01647786,OTC
VWAGY,Volkswagen AG,18.6,-0.32154341,Sell,143961,-0.1610306,2677674.6,85209930299.40959,672789,Consumer Durables,Motor Vehicles,-3.32640333,-3.57698289,OTC
COF/PJ,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock, Ser",18,-0.99009901,Strong Sell,148260,-0.93560815,2668680,36036161254,50767,Finance,Major Banks,-1.74672489,-5.26315789,NYSE
WYNMY,Wynn Macau Ltd.,11.34,-7.87977254,Buy,234137,-5.5,2655113.58,6338629959.59991,12250,Consumer Services,Casinos/Gaming,47.46423927,25.72062084,OTC
SOJD,"Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080",20.48,-0.2678354,Sell,128896,-0.09756098,2639790.08,74421676797,27300,Utilities,Electric Utilities,0.44139284,-2.47619048,NYSE
DBOEY,Deutsche Boerse AG,18.04,-0.49641478,Buy,146236,-0.2763958,2638097.44,33343445351.9202,10200,Finance,Investment Banks/Brokers,-1.79640719,-4.1445271,OTC
CAE,CAE Inc.,20.37,-0.73099415,Neutral,129373,-0.19598236,2635328.01,6473772972.687073,13000,Commercial Services,Miscellaneous Commercial Services,-5.51948052,-2.8148855,NYSE
NOKBF,Nokia Corp.,4.91,-0.24380333,Buy,534787,-0.76798707,2625804.17,27453729941.42903,,Electronic Technology,Telecommunications Equipment,-0.36525974,-1.04796453,OTC
ANYYY,Aena SME S.A.,13.43,2.51908397,Strong Buy,194517,2.44088482,2612363.31,20121200758.313396,8811,Transportation,Other Transportation,4.02788536,4.921875,OTC
JPM/PK,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock, Series JJ",19.12,-0.93264249,Sell,136607,-0.93264249,2611925.84,387652393867,271025,Finance,Major Banks,-1.94871795,-3.82293763,NYSE
BXBLY,"Brambles, Ltd.",16.27,0.74303406,Buy,159503,-0.85313833,2595113.81,11220240992.594057,12000,Industrial Services,Environmental Services,-1.75120773,-2.34093637,OTC
SGIOY,Shionogi & Co. Ltd.,12.42,0.64829822,Neutral,208732,-2.89288507,2592451.44,14994362920.532,5693,Health Technology,Pharmaceuticals: Major,-1.8957346,-2.05047319,OTC
PSA/PR,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.00% Cumulative Preferred Share of Bene cial Interest, Series R",17.05,-1.95514664,Sell,152025,-1.95514664,2592026.25,52269988084,5800,Finance,Real Estate Investment Trusts,-2.62707025,-5.01392758,NYSE
ALL/PH,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H",21.34,-0.28037383,Sell,121176,-0.28037383,2585895.84,34092690287.999996,54700,Finance,Property/Casualty Insurance,-1.8399264,-3.61336947,NYSE
MURGY,Muenchener Rueckver Ges,32.375,0.07727975,Buy,79800,0.16986334,2583525,45600152363.74799,39281,Finance,Life/Health Insurance,2.77777778,1.8722467,OTC
DPSGY,Deutsche Post AG,40.11,0.09982531,Buy,64082,-0.0996264,2570329.02,50026187803.86839,592263,Transportation,Air Freight/Couriers,0.4759519,-2.24226176,OTC
NPSNY,Naspers Ltd.,31.7,0,Strong Buy,80992,-1.52221187,2567446.4,34708043161.5868,35276,Technology Services,Internet Software/Services,3.6794767,3.25732899,OTC
HTHIY,Hitachi Ltd.,103.74,0.47457627,Buy,24738,-0.42234594,2566320.12,49182019080.01096,368247,Producer Manufacturing,Industrial Machinery,-3.20052253,-2.38072833,OTC
BDRFY,Beiersdorf AG,22.36,-0.7985803,Buy,113681,0.08952551,2541907.16,25362814247.491795,20567,Consumer Non-Durables,Household/Personal Care,2.56880734,0.08952551,OTC
GVDNY,Givaudan SA,65.21,1.60486133,Neutral,38831,-0.22949816,2532169.51,30054794143.587498,16842,Consumer Non-Durables,Food: Specialty/Candy,-3.20617486,-3.73486862,OTC
ASMIY,ASM International N.V.,286.5,1.61015747,Strong Buy,8736,0.8660752,2502864,14038887678.466799,3312,Producer Manufacturing,Industrial Machinery,3.49498781,-0.58986815,OTC
BCH,Banco De Chile Banco De Chile,19.28,0.31217482,Buy,129553,-0.31023785,2497781.84,9716418396.946165,,Finance,Major Banks,2.28116711,1.47368421,NYSE
